file_name,extraction_time,local_api_time,groq_api_time,total_local_time,total_groq_time,local_api_summary,groq_summary,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1
10985403.pdf,4.47,14.5,3.86,18.97,8.33,"Summary

A Mechanical Engineer with 5+ years of experience in CAD, CAE, and Mechanical Design, specializing in Finite Element Analysis, Product Design & Development, and advanced material selection for rapid prototyping, advanced manufacturing, welding, and 3D printing. Proficient in SolidWorks, Autodesk Inventor, AutoCAD, CATIA, PTC Creo, HyperMesh, Abaqus, ANSYS, OptiStruct, and Taguchi Analysis.

Skills

- CAD, CAE, Mechanical Design
- Finite Element Analysis (FEA)
- Product Design & Development
- Advanced Material Selection
- Rapid Prototyping, Advanced Manufacturing
- Welding, 3D Printing

Experience

- Finite Element Analysis of Industrial Robotic Assembly (Illinois Institute of Technology, Chicago, Jan - May 2016)
- Conceptualized, designed, and analyzed a 6-axis SCARA Robot for pick and place operation in the automotive industry.
- Reliability Engineering Analysis on Automotive Oil Pump (Illinois Institute of Technology, Chicago, Sept - Dec 2015)
- Improved system using Taguchi analysis by optimizing signal to noise ratio and conducted FMEA.
- Gearbox Design (Narsee Monjee Institute of Management Studies, Mumbai, Jan - May 2013)
- Designed a gearbox with various gears and performed dynamic simulation to define contact surfaces.

Education & Training

- Master's in Mechanical & Aerospace Engineering (Illinois Institute of Technology, 2017)
- Bachelor of Technology in Mechanical Engineering (Narsee Monjee Institute of Management Studies, 2014)

Certifications

- Autodesk Certified Professional in Autodesk Inventor Professional Software
- Autodesk Certified Associate in AutoCAD Software

Publications

- Parekh R., Chaudhary R., Ingle A. (PhD), ""Reliability of Dissimilar Metal Joints using Fusion Welding: A Review"" (ICMLEME'2014, Dubai, UAE)

Skills

-","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Mechanical Engineering Intern**

* 5+ years of experience in CAD, CAE, and mechanical design
* Proficient in CAD packages (SolidWorks, Autodesk Inventor, AutoCAD, CATIA, PTC CREO) and CAE software (HyperMesh, Abaqus, ANSYS, Optistruct)
* Strong analytical skills with experience in finite element analysis, linear and non-linear static, dynamic, and tolerance analysis
* Experience in product design and development, including sheet metal design, design for manufacturing, and material selection for rapid prototyping and 3D printing

**Key Projects:**

* Designed a 6-axis SCARA robot for pick and place operation in the automotive industry, performing finite element analysis and optimization using OptiStruct
* Conducted reliability engineering analysis on an automotive oil pump, improving system performance using Taguchi analysis and FMEA
* Designed a gearbox with different gears, considering seals, lubricating oil, and bearings, and performed dynamic simulation to define contact surfaces

**Education:**

* Master's in Mechanical & Aerospace Engineering, Illinois Institute of Technology (IIT), 2017
* Bachelor of Technology in Mechanical Engineering, Narsee Monjee Institute of Management Studies, 2014

**Certifications:**

* Autodesk Certified Professional in Autodesk Inventor Professional Software
* Autodesk Certified Associate in AutoCAD Software",0.6344,0.7660,0.6940,0.4513,0.5455,0.4939
11020140.pdf,4.28,11.6,11.62,15.88,15.9,"Highly motivated and self-driven Systems Analyst with vast experience in various environments and technologies in support of multiple departments across the enterprise. Expertise in Software Development Lifecycle (SDLC) and Computer Systems Validation (CSV). Looking for an opportunity to apply and develop strong analytical skills and problem-solving techniques.

## Experience

**Consultant**, January 1999 to November 2015, Company Name

- Provided consultant expertise in various roles supporting McNeil Consumer Healthcare including but not limited to the following applications: shop floor application, document management application, timekeeper application, business process applications.
- Knowledgeable in the SDLC process and GxP, SOX compliant applications.
- Most supported applications have been FDA validated applications requiring significant Computer System Validation experience.
- Project Leadership roles in several projects including application upgrades.
- Provides support to a GxP compliant document management application based on Documentum D2 as well as older Documentum DCM environments.

**Consultant**, January 1990 to January 1999, Company Name

- Provided design, development, testing and support for Client/server messaging application to provide the communication between VAX and IBM systems for a large steel company.
- Provided design, development, testing and support for and electronic batch record application within a large team consisting of consultants and customer.
- Provided relational database expertise on multiple projects for various applications and technologies.
- Provided training for several Digital products to customers.
- Provided system administration support to several customers.

## Education

M.S : Computer Science Data Communications, 1996, Villanova University
B.A : Computer Science, 1985, LaSalle University

## Skills

analytical skills, Assembly language, C, C++, Client/server, communication skills, consultant, Data communications, databases, designing, document management, Documentation, Documentum, Excel spreadsheets, Microsoft Access, operating systems, project leadership, programming, real-time, relational database, reporting, SDLC, servers, system administration, troubleshooting, upgrades, validation, VBA, Windows, Windows Server","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly motivated Systems Analyst with over 25 years of experience in software development, systems administration, and consulting. Expertise in SDLC, CSV, and various technologies including Documentum, Microsoft Access, and C/C++. Proven track record in project leadership, problem-solving, and communication.

**Key Experience:**

* Consultant (1999-2015): Provided expertise in various roles, including project leadership, software development, data communications, and system administration. Supported multiple applications, including FDA-validated manufacturing and document management applications.
* Consultant (1990-1999): Designed, developed, tested, and supported various applications, including client/server messaging and electronic batch records. Provided relational database expertise and training for Digital products.
* Systems Programmer (1985-1990): Designed, developed, tested, and supported real-time client/server applications, including messaging and system administration.

**Key Skills:**

* SDLC and CSV expertise
* Proficient in programming languages, including C, C++, and VBA
* Experience with Documentum, Microsoft Access, and relational databases
* Strong analytical, problem-solving, and communication skills
* Project leadership and system administration expertise",0.4346,0.7278,0.5442,0.1738,0.2917,0.2178
11333660.pdf,4.11,12.47,10.19,16.58,14.3,"* Analytical problem solver with a breadth of professional experience
* Superb writer and editor with research/analysis expertise
* Proven expertise in long- and short-term projects with tight deadlines and changing requirements
* Skilled in media analysis, public relations, and fundraising
* Experienced team leader and public speaker with a background in government, law enforcement, and security.

### Highlights

- Military veteran and PhD with a breadth of professional experience
- Analytical problem solving skills
- Superb writer and editor
- Articulate presentation skills
- Research/analysis expertise
- Media analysis and public relations skills
- Fundraising experience
- Team leadership and public speaking skills

### Accomplishments

*Part of Marine Security Guard contingent for Sec State Colin Powell in Tashkent, Uzbekistan (Dec. 2001)
*Honor graduate, South Dakota Law Enforcement Training 911 Dispatcher class (December 2006)
*Publication - CASS 2009: ""Voices: Postgraduate Perspectives on Interdisciplinarity"".

### Experience

**Consultant**

*Awareness Building and Donor Relations Uganda Community Farm - Eastern Uganda Pro bono consultancy services for Uganda Community Farm, a ""self-help African action on extreme poverty""
*Advised UCF founder on public relations and media relations campaigns
*Orchestrated strategies to raise UCF's social media footprint and fundraising profile
*Helped plan and successfully implement UCF's initial fundraising campaign - resulting in seed money to open a demonstration plot for regional farmers and raising UCF's profile enough to garner a partnership with Edinburgh Global Partnerships.

### Associate Lecturer/PhD Candidate

*PhD candidate at Oxford Brookes University with a focus on security policy, peace building and identity construction in failed states, specifically Afghanistan
*Historical and contemporary documentary research/ analysis
*Delivered undergraduate lectures and seminars
*Attended and presented papers to seminars, conferences and workshops
*Served as Marine Security Guard for Sec State Colin Powell in Tashkent, Uzbekistan (Dec. 2001)

###","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly qualified consultant with a PhD in International Relations and experience in research, analysis, and project management. Proven expertise in analytical problem-solving, writing, and editing, with a strong background in security policy, peace building, and identity construction.

**Key Experience:**

* Consultant: Provided pro bono services to Uganda Community Farm, advising on public relations and media relations campaigns, and helping to raise funds and profile.
* Project Editor: Edited news briefs and research reports for GE Renewable Energy, with a focus on commercial and finance projects.
* Associate Lecturer/PhD Candidate: Taught undergraduate lectures and seminars, conducted research, and presented papers at conferences and workshops.

**Security Clearance:**

* Top Secret Security Clearance (expired)

**Education:**

* PhD in International Relations, Oxford Brookes University
* M.A. in International Studies, Oxford Brookes University
* B.S. in Political Science and Global Studies, South Dakota State University

**Skills:**

* Analytical problem-solving
* Writing and editing
* Research and analysis
* Project management
* Public relations and media relations
* Leadership and team management
* Security clearance",0.4152,0.6571,0.5088,0.1667,0.2644,0.2044
11378657.pdf,3.97,9.5,13.38,13.47,17.35,"A highly motivated, customer service oriented business professional with experience in human resources and administration. Expertise in client development, needs assessment and data management. Extensive recruitment experience in the healthcare sector, with a proven track record in building strong partnerships with leading healthcare facilities. Proficient in Microsoft Office programs.

Work History

April 2000 - Current Healthcare Recruiter, Company Name

- Provide recruitment services to healthcare facilities nationwide.
- Consult with client HR professionals, and implement marketing strategies to expand customer base.

April 1998 - December 1999 Healthcare Recruiter, Company Name

- Manage all phases of recruitment for various positions within healthcare facilities.
- Communicate job details to potential candidates and maintain accurate candidate tracking system.
- Conduct exit interviews, manage employee life cycle process, and hire new employees.

March 1990 - February 1997 Employment and Staffing Representative, Company Name

- Coordinate recruitment and staffing services for both salaried and union employees for a major utility company.
- Provide HR support to management regarding hiring and termination processes, and union contract interpretation.

Education

Diploma: Liberal Arts, Saint Leo University, City , State

- Earned 42 credit hours in general studies, with a focus on Liberal Arts.

Princess Anne High School, City , State","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Healthcare Recruiter**

* 20+ years of experience in human resources, customer service, and administrative support
* Proven track record in client development, needs assessments, and recruitment strategies
* Skilled in:
	+ Interpersonal and HR skills
	+ Microsoft Office programs (Intermediate level)
	+ Administrative support and data management
	+ Benefits administration and insurance interpretation
* Notable achievements:
	+ Created staffing partnerships with top healthcare facilities nationwide
	+ Implemented marketing strategies resulting in continued growth of customer base
	+ Managed all phases of recruitment, including defining hiring management needs and posting available positions
* Education: Diploma in Liberal Arts from Saint Leo University, with 42 credit hours in general studies

This summary highlights the candidate's extensive experience in healthcare recruitment, their skills in HR, administrative support, and benefits administration, as well as their achievements in client development and marketing.",0.4286,0.5786,0.4924,0.2074,0.2806,0.2385
11415967.pdf,4.2,6.78,15.29,10.98,19.49,"Highly motivated and client-focused female consultant with 3+ years of management experience in operations, financial records processing, training, contract negotiation, and auditing. Proficient in Microsoft Office and Change management. Successfully led key projects in previous role resulting in positive outcomes.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:** Highly motivated consultant with over 3 years of management experience, exceptional people skills, and strong technical skills. Proven track record of delivering results, leading projects, and ensuring compliance with regulations.

**Key Qualifications:**

* Results-oriented and operations management expertise
* Strong client focus and negotiation skills
* Proficient in Microsoft Office and computer literate
* Quick learner with experience in file/records maintenance, reports generation, and contract negotiation
* Strong analytical and problem-solving skills

**Experience:**

* Consultant (2014-Present): Led projects, conducted site analysis, and ensured timely project completion and cost savings. Managed multiple databases, prepared contracts, and completed insurance renewals.
* PETROLOG (2012-2014): Implemented Health, Safety, Environment, and Quality activities, provided specialist advice on environmental and HSE matters, and ensured compliance with regulations.
* Environmental Specialist (2011-2012): Acted as environmental representative, liaised with external consultants, and conducted site inspections to ensure compliance with environmental standards.

**Education:**

* Master of Science in Oil and Gas Enterprise Management, University of Aberdeen (2015)
* Bachelor of Science in Environmental Management, Abia State University (2011)

**Skills:**

* Biology, Chemistry, Interpersonal, community relations, cost control, database management, drafting, economics, EIA, English, environmental compliance, inspection",0.7317,0.1523,0.2521,0.3000,0.0612,0.1017
11580408.pdf,4.88,8.63,14.24,13.51,19.12,"Experienced AVP / Director of Information Technology with strong problem-solving and communication skills. Skilled in Microsoft Active Directory, Database Software, Office Suites, Web design, and ERP software. Certified in Microsoft Certified Professional and Comp-TA A+. Led the implementation of Navision ERP System, upgraded from Navision's proprietary C/side database to SQL 2000 database, and created custom databases for leading financial institutions. Final point of resolution for customer software and hardware issues.

Keywords: AVP / Director of Information Technology, Microsoft Active Directory, Database Software, Office Suites, Web design, ERP software, Microsoft Certified Professional, Comp-TA A+, Navision ERP System, SQL 2000, custom databases, leading financial institutions, customer software and hardware issues, final point of resolution.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly experienced IT Coordinator with extensive knowledge in network engineering, database management, and software implementation. Proven track record of successfully implementing new technologies to improve business processes and reduce costs.

**Key Qualifications:**

* Microsoft Certified Professional (NT 4.0, Windows XP/2003, SQL 2000 Design and Administration)
* Comp-TA A+ Certified
* Strong problem-solving skills and excellent communication skills
* Experience with various operating systems, including Windows, SCO UNIX, and Microsoft Server
* Proficient in database management, including Microsoft Access, Sybase, and SQL
* Familiarity with ERP software, including Navision and OMD
* Experience with network infrastructure, including Cisco and Fortinet Firewalls, and routers and switches

**Work Experience:**

* Information Technology Coordinator, Sprint Coral (2000-present)
	+ Led the implementation of Navision ERP System, resulting in cost savings and improved business processes
	+ Designed and implemented custom databases for leading financial institutions, increasing revenue
	+ Implemented remote control programs for training and troubleshooting customer issues
	+ Managed and maintained a Microsoft Windows 2003 environment
* Information Systems Manager, [Company Name] (1996-2000)
	+ Designed and implemented a proprietary customer relation database
	+ Led the design of corporate website and internet marketing campaigns
	+ Responsible for corporate network security and customer",0.5913,0.3383,0.4304,0.1930,0.1100,0.1401
11584809.pdf,4.21,13.17,9.15,17.38,13.36,"Versatile IT professional and Building Automation Systems engineer with experience in project management, user experience design, server management, and network infrastructure. Strong background in IT project lifecycle methodology, IT service management and product support. Proven communication skills for quality development of standard documentation, as well as genuine leadership and assistance for associates and clients.

Highlights

- Enterprise platforms
- Project management
- User experience design
- IT project lifecycle
- IT service management
- Project tracking
- Hardware and software upgrade planning
- Network infrastructure
- Server management
- Self-motivated
- Resourceful
- Control system design
- Computer programming
- Proficient multi-tasker

## Accomplishments

Awarded the Navy and Marine Corps Achievement Medal in 2010, 2011, 2012, and 2013.

Awarded Sailor of the Year designation for the Pacific Naval Fleet in 2013.

Successfully managed the network infrastructure and server environment for 150+ users and 300+ PC and network systems.

Responsible for the training and development of 8 technicians and project coordinators within my team.

## Experience

Manager - Information Technology and Building Automation Systems

October 2014 to Current Company Name ï¼ City , State

- Led a cross-functional team of engineers, QAs and UX designers to develop features and fix product defects.
- Delivered detailed feature roadmaps that included action items and project targets.
- Leveraged in-depth understanding of end-to-end customer experience to identify pain points and latent customer needs.
- Managed the 8-person local IT team, allocating resources to ongoing projects and enforcing deadlines.
- Conducted computer diagnostics to investigate and resolve problems and provide technical assistance and support.
- Worked on large enterprise and business-critical applications.
- Analyzed and created new configurations for packaged software to meet business and system requirements.
- Configured, maintained and provided trending and performance analysis of enterprise class storage systems.
- Performed second-level support for all workstation and server-class systems.
- Served as the technical lead for server infrastructure including development, QA","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**
Highly experienced IT professional with expertise in building automation systems, network infrastructure, and project management. Proven track record of delivering insightful solutions, managing teams, and providing technical support.

**Key Experience:**

* Managed network infrastructure and server environment for 150+ users and 300+ PC and network systems
* Led a cross-functional team to develop features and fix product defects
* Conducted computer diagnostics, provided technical assistance, and supported workstation and server class systems
* Analyzed and created new configurations for packaged software and enterprise-class storage systems
* Served as technical lead for server infrastructure and provided second-level support

**Education:**

* Master of Science in Computer & Information Science, University of Houston (2015)
* Bachelor of Science in Management of Information Systems, University of Maryland University College (2011)

**Certifications:**

* Certified Naval Information Systems Technician (E6)
* Information Systems Security Professional (CISSP)
* Microsoft Certified Systems Administrator (MCSA)
* Project Management Professional (PMP)
* Certified Automation Professional (ISA)
* Cisco Certified Network Associate (CCNA), Certified Network Professional (CCNP), and Certified Security Professional (CCSP)
* CompTIA Security+, Network+, and A+",0.3779,0.6278,0.4718,0.2081,0.3464,0.2600
11605833.pdf,4.04,6.57,15.11,10.61,19.15,"Highly motivated Health Services Manager with over 4 years of medical technician background and technology background. Skilled in Logical and Analytical Thinking, Customer Service Oriented, Problem Solving, and Critical and Creative Thinking. Proficient in Data Processing Functions, Technology Background, Technology Management, QA/QC, and Resource Management. Experienced in Healthcare Supply Management, Business-Case Analysis, and Market Analysis.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly motivated and detail-oriented professional with over 4 years of experience in healthcare management, IT, and supply chain management. Proven track record in patient management, data processing, and technical support. Possesses certifications in Computer Technology, Electronic Health Records, and Medical Supply Technology.

**Key Experience:**

* NC Air Guard Health Services Manager (2013-Present): Managed patient management functions, interpreted communications, and prepared health records. Coordinated release of information functions and performed data processing tasks.
* NC Air Guard Computer Technician (2013): Provided client-level IT support, managed hardware and software, and performed troubleshooting and configuration tasks.
* HealthCare Supply Specialist (2009-2012): Operated and supervised medical equipment management office, validated equipment requests, and monitored expense and investment equipment fund programs.

**Education:**

* Bachelor of Science in Business, Health Care Management, University of Mount Olive (2014)

**Key Skills:**

* Logical and analytical thinking
* Written and oral communication
* Customer service oriented
* Problem solving
* Critical and creative thinking
* Data processing functions
* Technology background
* Leadership and team building",0.8070,0.2644,0.3983,0.4107,0.1329,0.2009
11653906.pdf,3.89,11.89,11.2,15.79,15.09,"Operations Executive with 15+ years of experience demonstrating strong leadership in fast-paced, high growth organizations. Proven track record of managing multi-million dollar P&L, strategic planning, budgeting, and operations management. Expert in total quality management and professional services management.

### Summary

Senior Director of Business Operations with 10+ years of experience in healthcare industry, specializing in strategic planning, budgeting, P&L management, operations management, professional services management, total quality management, and leadership/communication skills. Recipient of numerous awards for high performance and exceptional results.

### Professional Experience

- **Senior Director of Business Operations - Healthcare**: Led business operations for a $1B division of Nuance, managing forecasting, implementing operational best practices, driving cost efficiencies, and overseeing fiscal budgeting cycle. Nominated as High Performer and awarded Chairman's club for 2012 & 2014 results.
- **Vice President of Professional Services**: Led client implementation talent team, connecting subject matter experts, scaling and hiring talent resources, and managing $100M in Services revenue.
- **Vice President of Professional Services Operations**: Prior to the Allscripts merger, drove $100M in Services revenue, participated in organizational design, reducing costs, and increasing billable utilization.
- **Associate Director Finance**: Managed financial operations for General Motors, Wyeth, and additional client accounts, providing financial/margin analysis, business models, and fiscal planning.
- **Finance Manager**: Supported numerous divisions within Comverse, managing Americas region, oversaw day to day operations, guided finance teams, implemented financial controls, and negotiated with country distributors.

### Education

- MBA, Business Administration - University of Massachusetts at Lowell
- Bachelor of Arts, Sociology - University of Massachusetts at Lowell

### Skills

- Salesforce.com, Oracle, Clarity PPM Tool, MicroSoft Office, various other systems
- Strategic Management - Harvard Extension

### Highlights

- Strategic Planning
- Budgeting
- Multi-million dollar P&L Management
- Operations Management
- Budgeting expertise
- Leadership/communication skills
- Professional Services Management
- Total quality management","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Results-driven Senior Director of Business Operations with over 20 years of experience in healthcare, professional services, and finance. Proven track record of driving growth, improving efficiency, and reducing costs. Skilled in strategic planning, budgeting, P&L management, and operations management.

**Key Experience:**

* Senior Director of Business Operations, Nuance Healthcare (2011-Present): Managed $1B division's operations, forecasting, and budgeting, achieving 5% accuracy rate. Implemented operational best practices, resulting in cost efficiencies and increased productivity.
* Vice President of Professional Services, Allscripts (2006-2011): Led client implementation team, scaled talent resources, and ensured client satisfaction. Drove $100M in Services revenue and achieved P&L profitability.
* Vice President of Professional Services Operations, Allscripts (2006-2010): Oversaw $200M pipeline, reduced costs by $7M, and increased billable utilization by 5%.
* Associate Director Finance, General Motors (2005-2006): Directed financial operations, managed team, and presented financial forecasts and reports.
* Finance Manager, Comverse (1998-2005): Managed Americas region, achieved $7M in cost savings, and collected $10M in outstanding accounts receivable.

**Education:**

* MBA, University of Massachusetts at Lowell
* Bachelor of Arts, Sociology,",0.4685,0.7053,0.5630,0.2526,0.3810,0.3038
11704150.pdf,4.19,11.73,8.52,15.91,12.71,"**Summary:**

Aircraft Hydraulics Journeyman with hands-on experience in servicing hydraulic systems, installing components, and ensuring compliance with safety regulations. Adept at working independently or as a team member. Demonstrated ability to learn new skills quickly and adapt to changing situations.

**Skills:**

- Hands-on experience with CAM software
- JLG manlift operations
- Strong verbal and written communication skills
- Interpersonal skills
- Detail oriented
- Adaptive hands-on learner
- Safety awareness
- Strong organizational skills
- Capable of heavy lifting

**Experience:**

- Aircraft Hydraulics Systems Journeyman at Company Name (04/2016 to 05/2019)
- Home Health Care Provider at Company Name (07/2019 to 02/2020)
- Radiology Support Associate at Company Name (02/2009 to 02/2011)
- Environmental Services Associate at Company Name (02/2008 to 02/2009)

**Education:**

- Associate of Science: Kinesiology, Paris Junior College (05/2013)
- High School Diploma: General Education, Grant Union High School (06/2006)
- Graduation of Aircraft Hydraulics Systems: 2A635, Sheppard Air Force Base (12/2016)
- Associate of Applied Science: Mechatronics, Paris Junior College (Expected 01/2022)

**Highlights:**

- Friendly professional demeanor
- Safety awareness
- Well-organized
- Detail oriented
- Adaptive hands-on learner
- Capable of heavy lifting","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:** Experienced Aircraft Hydraulics Systems Journeyman seeking a Stocker/Receiver position at Paris Walmart Super Center. Proven adaptability, strong communication skills, and attention to detail.

**Key Highlights:**

* 4+ years of experience in aircraft hydraulics systems, including inspections, servicing, and repairs
* Strong mechanical skills, with proficiency in CAM software and JLG manlift operations
* Excellent communication and interpersonal skills, with experience working independently and as part of a team
* Ability to lift heavy objects and work in a fast-paced environment
* Strong attention to detail and commitment to safety and confidentiality

**Work Experience:**

* Aircraft Hydraulics Systems Journeyman (2016-2019)
* Home Health Care Provider (2014-2016, 2019-2020)
* Radiology Support Associate (2009-2011)
* Environmental Services Associate (2008-2009)

**Education:**

* High School Diploma (2006)
* Associate of Science in Kinesiology (2013)
* Graduation of Aircraft Hydraulics Systems (2016)
* Associate of Applied Science in Mechatronics (expected 2022)",0.5191,0.6169,0.5638,0.2088,0.2484,0.2269
11890896.pdf,4.65,10.06,3.83,14.71,8.47,"Skilled Math Tutor with 3 years of experience tutoring K-12 and college students in Mathematics.

Experienced in people management, leadership, documentation, multi-tasking, innovation and creativity, gained through the corporate world of Silicon Valley.

Proficient in C, C++, MS Office Suite, Google Docs, SQL.

## Work Experience

* List all work experiences in reverse chronological order.
* Include job title, company name, location, dates of employment, and a brief summary of responsibilities and accomplishments for each job.

## Education

* List your highest level of education first, followed by any other degrees, certifications, or relevant training.
* Include the name of the institution, location, and dates of attendance.

## Skills

* List your most relevant skills, grouped by category (e.g., technical skills, soft skills, programming languages, etc.).

## Volunteer Work/Internships

* List any relevant volunteer work or internships, including the organization name, location, dates of participation, and a brief summary of responsibilities and accomplishments.

## Certifications

* List any relevant certifications you have earned, including the name of the certification, the issuing organization, and the date earned.

## Languages

* List any languages you are fluent in, including the level of proficiency (e.g., native speaker, bilingual, conversational).

## References

* Provide references upon request. Include the name, title, phone number, and email address of each reference, along with a brief statement about their relationship to you and why they would be a strong reference.","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:** Senior Engineering Manager with 8 years of experience in people management, leadership, and problem-solving, and 3 years of experience as a math tutor. Proven track record of improving operational efficiency, data analysis, and customer satisfaction.

**Key Experience:**

* Senior Engineering Manager: Led teams, analyzed data, and implemented process improvements to increase efficiency and reduce errors.
* Math Tutor: Tutored students in algebra, geometry, statistics, and other math subjects, and helped them achieve higher grades.
* Operations Manager: Supervised logistics analysts and warehouse staff, defined KPI reports, and turned data into actionable items.
* Consultant: Supported the development of a mobile application, and provided marketing, content management, and quality testing expertise.

**Key Skills:**

* Leadership and management
* Data analysis and problem-solving
* Operations management and optimization
* Customer service and account management
* Mathematics and statistics tutoring
* Microsoft Office Suite, Google Docs, SQL, C, C++",0.2207,0.3203,0.2613,0.0724,0.1053,0.0858
11835339.pdf,4.16,14.3,26.56,18.46,30.72,"Highly motivated Hospitality Management Professional with 30+ years of experience in restaurant and hotel operations. Successfully managed all aspects of catering for various events, including Jimmy Buffett's Backstage Banquets for 25 years. Experienced in inventory management, vendor relationships, and budgeting. Skilled in leading and motivating teams to achieve company goals and maintain high levels of customer satisfaction.
---------------------
Include any special skills, awards, or certifications that may be relevant to the position you are applying for.

Awards and Certifications:

* Member of the Eastern Shore Chapter of the Virginia Hospitality & Travel Association, Treasurer since 1986.
* Member of the Eastern Shore Chapter of the Recreational Fishing Alliance.
* Wachapreague Town Planning Commission Member for eight years.
* Certified Food Service Manager (CFSP), National Restaurant Association.
* ServSafe Instructor, National Restaurant Association.
* Certified Catering Professional (CCP), International Caterers Association.
---------------------
Include any relevant volunteer or community work you have done, as it can demonstrate your leadership, teamwork, and commitment to your community.

Community Work:

* Active member of the Eastern Shore of VA Chamber of Commerce & Tourism Commission for over 25 years.
* Committee member and Booth Captain of the Seafood Festival & Harvest Festivals, the two principal annual fundraiser's, for the Chamber.
* Helped found the Eastern Shore Chapter of the Virginia Restaurant Association in 1984, which later became the Va. Hospitality & Travel Association, VHTA.
* Treasurer of the Eastern Shore Chapter, since it's inception in 1986.
* Helped found the Eastern Shore Chapter of the Recreational Fishing Alliance, RFA.
* Wachapreague Town Planning Commission Member for eight years.
* Helped design and build the 200 seat Island House Restaurant, which opened in the spring of 1979.
* Personally catered private Backstage Banquets for Jimmy Buffett, his band and crew, for 25 years, at different concert venues in several states.
* Invited by Senator John Warner, to help cater the first Virginia Christmas tree lighting ceremony at","Here is a concise summary of the CV, focusing on key qualifications and experience:

**Summary:**

Highly experienced hospitality professional with 30+ years of management experience in hotel, restaurant, and marina operations. Proven track record of success in banquet and catering, general management, vendor and purchasing, and insurance and licensing. Skilled in inventory management, cost control, and customer service. Strong leadership and team management skills, with experience in developing and implementing business plans and budgets.

**Key Experience:**

* President, Hotel, Restaurant & Marina (1979-2010)
* General Manager, Restaurant & Marina (2011-2012)
* Assistant Manager, Restaurant (2011)
* Consultant to Owner, Restaurant & Catering Facility (2012-2013)

**Key Skills:**

* Banquet and catering management
* General management and operations
* Vendor and purchasing management
* Insurance and licensing management
* Inventory management and cost control
* Customer service and staff management
* Business planning and budgeting

**Accomplishments:**

* Founding member of the Eastern Shore Chapter of the Virginia Restaurant Association
* Treasurer of the Eastern Shore Chapter of the Virginia Hospitality & Travel Association
* Member of the Wachapreague Town Planning Commission
* Catered private events for notable figures, including Jimmy Buffett and Senator John Warner",0.3102,0.5311,0.3917,0.1457,0.2500,0.1841
